text,intent,entities
Compare current conditions in current location and Sydney,weather_comparison,"{'location1': 'current location', 'location2': 'Sydney'}"
Is it going to rain in Berlin?,precipitation_query,{'location': 'Berlin'}
What's the weather difference between Toronto and current location?,weather_comparison,"{'location1': 'Toronto', 'location2': 'current location'}"
Temperature comparison between here and Moscow,weather_comparison,"{'location1': 'here', 'location2': 'Moscow'}"
How does the weather in Berlin compare to Moscow?,weather_comparison,"{'location1': 'Berlin', 'location2': 'Moscow'}"
Weather comparison between my location and Toronto,weather_comparison,"{'location1': 'my location', 'location2': 'Toronto'}"
How's the weather different in Singapore vs Berlin?,weather_comparison,"{'location1': 'Singapore', 'location2': 'Berlin'}"
Weather difference between London and here,weather_comparison,"{'location1': 'London', 'location2': 'here'}"
Compare current conditions in Singapore and London,weather_comparison,"{'location1': 'Singapore', 'location2': 'London'}"
"Which city has better weather, Amsterdam or Sydney?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Sydney'}"
How do temperatures compare in Dubai and Amsterdam?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Amsterdam'}"
"Which is colder, here or Sydney?",weather_comparison,"{'location1': 'here', 'location2': 'Sydney'}"
Weather difference between New York and Dubai,weather_comparison,"{'location1': 'New York', 'location2': 'Dubai'}"
Weather contrast between Paris and London,weather_comparison,"{'location1': 'Paris', 'location2': 'London'}"
"Which city has better weather, Tokyo or San Francisco?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'San Francisco'}"
"Which city has better weather, Seoul or Mumbai?",weather_comparison,"{'location1': 'Seoul', 'location2': 'Mumbai'}"
What's the temperature in Amsterdam?,temperature_query,{'location': 'Amsterdam'}
Compare weather in Paris and Seoul,weather_comparison,"{'location1': 'Paris', 'location2': 'Seoul'}"
Compare weather in Moscow and here,weather_comparison,"{'location1': 'Moscow', 'location2': 'here'}"
Temperature comparison between San Francisco and my location,weather_comparison,"{'location1': 'San Francisco', 'location2': 'my location'}"
Compare weather in Amsterdam and Moscow,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Moscow'}"
Weather contrast between Berlin and current location,weather_comparison,"{'location1': 'Berlin', 'location2': 'current location'}"
Weather difference between Mumbai and here,weather_comparison,"{'location1': 'Mumbai', 'location2': 'here'}"
How warm is it in my location?,temperature_query,{'location': 'my location'}
"Which city has better weather, Seoul or San Francisco?",weather_comparison,"{'location1': 'Seoul', 'location2': 'San Francisco'}"
"Which city has better weather, Sydney or Dubai?",weather_comparison,"{'location1': 'Sydney', 'location2': 'Dubai'}"
How do temperatures compare in Tokyo and my location?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'my location'}"
What's the weather difference between Paris and San Francisco?,weather_comparison,"{'location1': 'Paris', 'location2': 'San Francisco'}"
How do temperatures compare in New York and Paris?,weather_comparison,"{'location1': 'New York', 'location2': 'Paris'}"
Weather contrast between London and Tokyo,weather_comparison,"{'location1': 'London', 'location2': 'Tokyo'}"
"Which is warmer, my location or Paris?",weather_comparison,"{'location1': 'my location', 'location2': 'Paris'}"
Rain forecast for London,precipitation_query,{'location': 'London'}
What's the weather difference between here and Tokyo?,weather_comparison,"{'location1': 'here', 'location2': 'Tokyo'}"
"Which city has better weather, Rome or Dubai?",weather_comparison,"{'location1': 'Rome', 'location2': 'Dubai'}"
Temperature comparison between Paris and Toronto,weather_comparison,"{'location1': 'Paris', 'location2': 'Toronto'}"
Weather comparison: Rome versus Sydney,weather_comparison,"{'location1': 'Rome', 'location2': 'Sydney'}"
What's the weather difference between Berlin and London?,weather_comparison,"{'location1': 'Berlin', 'location2': 'London'}"
"Which is colder, Sydney or San Francisco?",weather_comparison,"{'location1': 'Sydney', 'location2': 'San Francisco'}"
What's the heat index in Singapore?,temperature_query,{'location': 'Singapore'}
Weather difference between Tokyo and Sydney,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Sydney'}"
Weather contrast between Amsterdam and Sydney,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Sydney'}"
How does the weather in Amsterdam compare to Berlin?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Berlin'}"
Compare temperatures in Rome and Paris,weather_comparison,"{'location1': 'Rome', 'location2': 'Paris'}"
Compare weather in San Francisco and Amsterdam,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Amsterdam'}"
Weather difference between Singapore and current location,weather_comparison,"{'location1': 'Singapore', 'location2': 'current location'}"
"Which is colder, San Francisco or Moscow?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'Moscow'}"
"Which is warmer, Sydney or Berlin?",weather_comparison,"{'location1': 'Sydney', 'location2': 'Berlin'}"
Compare weather in Berlin and Tokyo,weather_comparison,"{'location1': 'Berlin', 'location2': 'Tokyo'}"
Weather comparison between New York and Toronto,weather_comparison,"{'location1': 'New York', 'location2': 'Toronto'}"
Weather report for Rome,current_weather,{'location': 'Rome'}
What's the weather difference between Moscow and Mumbai?,weather_comparison,"{'location1': 'Moscow', 'location2': 'Mumbai'}"
What's the current temperature in London?,temperature_query,{'location': 'London'}
Weather comparison between Moscow and Berlin,weather_comparison,"{'location1': 'Moscow', 'location2': 'Berlin'}"
What's the weather difference between London and Toronto?,weather_comparison,"{'location1': 'London', 'location2': 'Toronto'}"
What's the feels like temperature in here?,temperature_query,{'location': 'here'}
"Which is warmer, Sydney or Moscow?",weather_comparison,"{'location1': 'Sydney', 'location2': 'Moscow'}"
Weather comparison: here versus Dubai,weather_comparison,"{'location1': 'here', 'location2': 'Dubai'}"
How does the weather in Singapore compare to San Francisco?,weather_comparison,"{'location1': 'Singapore', 'location2': 'San Francisco'}"
What's it like outside in Sydney?,current_weather,{'location': 'Sydney'}
What's the temperature in my location?,current_weather,{'location': 'my location'}
"Which is colder, San Francisco or London?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'London'}"
"Which is colder, Berlin or Dubai?",weather_comparison,"{'location1': 'Berlin', 'location2': 'Dubai'}"
Weather comparison: Sydney versus Toronto,weather_comparison,"{'location1': 'Sydney', 'location2': 'Toronto'}"
How's the weather different in London vs Rome?,weather_comparison,"{'location1': 'London', 'location2': 'Rome'}"
"Which is colder, Amsterdam or Paris?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Paris'}"
Temperature comparison between Tokyo and Amsterdam,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Amsterdam'}"
Weather comparison between Paris and Dubai,weather_comparison,"{'location1': 'Paris', 'location2': 'Dubai'}"
Current temperature in Toronto,temperature_query,{'location': 'Toronto'}
How does the weather in Seoul compare to New York?,weather_comparison,"{'location1': 'Seoul', 'location2': 'New York'}"
"Which is colder, New York or Berlin?",weather_comparison,"{'location1': 'New York', 'location2': 'Berlin'}"
Weather comparison between Rome and London,weather_comparison,"{'location1': 'Rome', 'location2': 'London'}"
Weather comparison: San Francisco versus Paris,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Paris'}"
"Which is warmer, Paris or Dubai?",weather_comparison,"{'location1': 'Paris', 'location2': 'Dubai'}"
"Which city has better weather, Moscow or my location?",weather_comparison,"{'location1': 'Moscow', 'location2': 'my location'}"
Tell me the weather forecast for New York,weather_forecast,{'location': 'New York'}
How's the weather different in San Francisco vs Toronto?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Toronto'}"
"Which is warmer, Rome or London?",weather_comparison,"{'location1': 'Rome', 'location2': 'London'}"
What's the heat index in Moscow?,temperature_query,{'location': 'Moscow'}
Weather difference between San Francisco and Mumbai,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Mumbai'}"
Rain probability in Paris,precipitation_query,{'location': 'Paris'}
Compare temperatures in Toronto and Dubai,weather_comparison,"{'location1': 'Toronto', 'location2': 'Dubai'}"
"Which city has better weather, Toronto or Berlin?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Berlin'}"
How does the weather in Rome compare to my location?,weather_comparison,"{'location1': 'Rome', 'location2': 'my location'}"
How's the weather different in Berlin vs Toronto?,weather_comparison,"{'location1': 'Berlin', 'location2': 'Toronto'}"
Weather comparison: Sydney versus Seoul,weather_comparison,"{'location1': 'Sydney', 'location2': 'Seoul'}"
Compare weather in Seoul and my location,weather_comparison,"{'location1': 'Seoul', 'location2': 'my location'}"
Temperature comparison between current location and Toronto,weather_comparison,"{'location1': 'current location', 'location2': 'Toronto'}"
"Which is colder, Singapore or Mumbai?",weather_comparison,"{'location1': 'Singapore', 'location2': 'Mumbai'}"
Current temperature in Seoul,temperature_query,{'location': 'Seoul'}
How does the weather in Sydney compare to Amsterdam?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Amsterdam'}"
Weather contrast between Dubai and Mumbai,weather_comparison,"{'location1': 'Dubai', 'location2': 'Mumbai'}"
Temperature comparison between San Francisco and Rome,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Rome'}"
"Which city has better weather, Amsterdam or here?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'here'}"
Weather contrast between Tokyo and Paris,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Paris'}"
"Which city has better weather, Paris or Berlin?",weather_comparison,"{'location1': 'Paris', 'location2': 'Berlin'}"
Compare temperatures in Mumbai and Sydney,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Sydney'}"
"Which city has better weather, current location or Amsterdam?",weather_comparison,"{'location1': 'current location', 'location2': 'Amsterdam'}"
"Which is colder, Toronto or Berlin?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Berlin'}"
Compare weather in New York and Berlin,weather_comparison,"{'location1': 'New York', 'location2': 'Berlin'}"
Weather comparison: New York versus Berlin,weather_comparison,"{'location1': 'New York', 'location2': 'Berlin'}"
"Which city has better weather, Amsterdam or Mumbai?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Mumbai'}"
Compare weather in Mumbai and Seoul,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Seoul'}"
"Which city has better weather, Dubai or Moscow?",weather_comparison,"{'location1': 'Dubai', 'location2': 'Moscow'}"
What's the weather difference between Rome and here?,weather_comparison,"{'location1': 'Rome', 'location2': 'here'}"
"Which is warmer, here or London?",weather_comparison,"{'location1': 'here', 'location2': 'London'}"
"Which city has better weather, San Francisco or Mumbai?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'Mumbai'}"
Temperature comparison between Sydney and San Francisco,weather_comparison,"{'location1': 'Sydney', 'location2': 'San Francisco'}"
Tell me about today's weather in Rome,current_weather,{'location': 'Rome'}
How's the weather different in Paris vs Berlin?,weather_comparison,"{'location1': 'Paris', 'location2': 'Berlin'}"
Temperature comparison between New York and San Francisco,weather_comparison,"{'location1': 'New York', 'location2': 'San Francisco'}"
Weather comparison between here and current location,weather_comparison,"{'location1': 'here', 'location2': 'current location'}"
"Which city has better weather, Paris or my location?",weather_comparison,"{'location1': 'Paris', 'location2': 'my location'}"
Weather difference between San Francisco and Amsterdam,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Amsterdam'}"
Is it going to rain in Toronto?,precipitation_query,{'location': 'Toronto'}
Compare weather in Dubai and Mumbai,weather_comparison,"{'location1': 'Dubai', 'location2': 'Mumbai'}"
Temperature comparison between current location and Seoul,weather_comparison,"{'location1': 'current location', 'location2': 'Seoul'}"
"Which is colder, San Francisco or here?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'here'}"
"Which is warmer, Tokyo or Rome?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'Rome'}"
Compare temperatures in Moscow and Amsterdam,weather_comparison,"{'location1': 'Moscow', 'location2': 'Amsterdam'}"
Weather comparison: Moscow versus Sydney,weather_comparison,"{'location1': 'Moscow', 'location2': 'Sydney'}"
"Which is warmer, Seoul or Paris?",weather_comparison,"{'location1': 'Seoul', 'location2': 'Paris'}"
"Which is colder, New York or Dubai?",weather_comparison,"{'location1': 'New York', 'location2': 'Dubai'}"
How do temperatures compare in Sydney and San Francisco?,weather_comparison,"{'location1': 'Sydney', 'location2': 'San Francisco'}"
Compare current conditions in Tokyo and Dubai,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Dubai'}"
Compare weather in Tokyo and Rome,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Rome'}"
Weather outlook for San Francisco,weather_forecast,{'location': 'San Francisco'}
Temperature comparison between Mumbai and New York,weather_comparison,"{'location1': 'Mumbai', 'location2': 'New York'}"
How do temperatures compare in Moscow and London?,weather_comparison,"{'location1': 'Moscow', 'location2': 'London'}"
How's the weather different in current location vs my location?,weather_comparison,"{'location1': 'current location', 'location2': 'my location'}"
What's the weather difference between New York and Rome?,weather_comparison,"{'location1': 'New York', 'location2': 'Rome'}"
What's the weather difference between my location and San Francisco?,weather_comparison,"{'location1': 'my location', 'location2': 'San Francisco'}"
Weather comparison between Rome and San Francisco,weather_comparison,"{'location1': 'Rome', 'location2': 'San Francisco'}"
Rain probability in Moscow,precipitation_query,{'location': 'Moscow'}
"Which is warmer, San Francisco or Mumbai?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'Mumbai'}"
Compare weather in Seoul and here,weather_comparison,"{'location1': 'Seoul', 'location2': 'here'}"
Compare temperatures in current location and Paris,weather_comparison,"{'location1': 'current location', 'location2': 'Paris'}"
What's the weather right now in Toronto?,current_weather,{'location': 'Toronto'}
Compare temperatures in Toronto and Rome,weather_comparison,"{'location1': 'Toronto', 'location2': 'Rome'}"
Weather contrast between Rome and Berlin,weather_comparison,"{'location1': 'Rome', 'location2': 'Berlin'}"
Compare current conditions in current location and Toronto,weather_comparison,"{'location1': 'current location', 'location2': 'Toronto'}"
Weather difference between San Francisco and Toronto,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Toronto'}"
Weather comparison: Berlin versus Singapore,weather_comparison,"{'location1': 'Berlin', 'location2': 'Singapore'}"
What's the weather going to be like this week in Singapore?,weather_forecast,{'location': 'Singapore'}
How do temperatures compare in Singapore and Amsterdam?,weather_comparison,"{'location1': 'Singapore', 'location2': 'Amsterdam'}"
How does the weather in Seoul compare to Dubai?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Dubai'}"
"Which is colder, Sydney or Rome?",weather_comparison,"{'location1': 'Sydney', 'location2': 'Rome'}"
What's the weather difference between Dubai and Singapore?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Singapore'}"
"Which city has better weather, Dubai or New York?",weather_comparison,"{'location1': 'Dubai', 'location2': 'New York'}"
What's the weather difference between Toronto and Singapore?,weather_comparison,"{'location1': 'Toronto', 'location2': 'Singapore'}"
Compare current conditions in Tokyo and Toronto,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Toronto'}"
What's the chance of rain in Mumbai?,precipitation_query,{'location': 'Mumbai'}
Will it snow in Amsterdam tomorrow?,weather_forecast,{'location': 'Amsterdam'}
What's it like outside in here?,current_weather,{'location': 'here'}
Weather difference between Amsterdam and Paris,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Paris'}"
"Which is warmer, current location or Seoul?",weather_comparison,"{'location1': 'current location', 'location2': 'Seoul'}"
Compare weather in current location and Dubai,weather_comparison,"{'location1': 'current location', 'location2': 'Dubai'}"
Compare current conditions in my location and London,weather_comparison,"{'location1': 'my location', 'location2': 'London'}"
Weather comparison: Seoul versus Tokyo,weather_comparison,"{'location1': 'Seoul', 'location2': 'Tokyo'}"
Weather comparison between here and Rome,weather_comparison,"{'location1': 'here', 'location2': 'Rome'}"
How do temperatures compare in Sydney and Mumbai?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Mumbai'}"
Compare weather in Tokyo and Dubai,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Dubai'}"
Weather comparison between here and Paris,weather_comparison,"{'location1': 'here', 'location2': 'Paris'}"
How's the weather different in San Francisco vs Singapore?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Singapore'}"
How does the weather in Sydney compare to Mumbai?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Mumbai'}"
How's the weather different in Seoul vs my location?,weather_comparison,"{'location1': 'Seoul', 'location2': 'my location'}"
What's the temperature in Toronto?,temperature_query,{'location': 'Toronto'}
"Which city has better weather, Moscow or here?",weather_comparison,"{'location1': 'Moscow', 'location2': 'here'}"
Weather comparison between San Francisco and Sydney,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Sydney'}"
What's the chance of snow in Seoul?,precipitation_query,{'location': 'Seoul'}
Compare temperatures in current location and New York,weather_comparison,"{'location1': 'current location', 'location2': 'New York'}"
Weather contrast between my location and Mumbai,weather_comparison,"{'location1': 'my location', 'location2': 'Mumbai'}"
What's the weather going to be like in Toronto next week?,weather_forecast,{'location': 'Toronto'}
How's the weather different in Amsterdam vs Singapore?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Singapore'}"
How does the weather in Dubai compare to San Francisco?,weather_comparison,"{'location1': 'Dubai', 'location2': 'San Francisco'}"
Temperature comparison between Mumbai and Rome,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Rome'}"
How do temperatures compare in here and Seoul?,weather_comparison,"{'location1': 'here', 'location2': 'Seoul'}"
Weather difference between Paris and Toronto,weather_comparison,"{'location1': 'Paris', 'location2': 'Toronto'}"
Weather contrast between Moscow and Amsterdam,weather_comparison,"{'location1': 'Moscow', 'location2': 'Amsterdam'}"
What's the weather difference between Seoul and Rome?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Rome'}"
Weather comparison between Amsterdam and London,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'London'}"
What's the temp in Singapore?,temperature_query,{'location': 'Singapore'}
Weather comparison: Moscow versus Dubai,weather_comparison,"{'location1': 'Moscow', 'location2': 'Dubai'}"
Precipitation forecast for Rome,precipitation_query,{'location': 'Rome'}
How do temperatures compare in London and current location?,weather_comparison,"{'location1': 'London', 'location2': 'current location'}"
How's the weather different in Moscow vs Singapore?,weather_comparison,"{'location1': 'Moscow', 'location2': 'Singapore'}"
What's the weather difference between current location and Dubai?,weather_comparison,"{'location1': 'current location', 'location2': 'Dubai'}"
Weather comparison between Amsterdam and Seoul,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Seoul'}"
Temperature comparison between Rome and Berlin,weather_comparison,"{'location1': 'Rome', 'location2': 'Berlin'}"
"Which is colder, San Francisco or Berlin?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'Berlin'}"
Weather contrast between Paris and Seoul,weather_comparison,"{'location1': 'Paris', 'location2': 'Seoul'}"
Is it raining in Mumbai?,current_weather,{'location': 'Mumbai'}
Weather comparison between current location and Dubai,weather_comparison,"{'location1': 'current location', 'location2': 'Dubai'}"
"Which city has better weather, Toronto or Singapore?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Singapore'}"
Temperature comparison between Sydney and Seoul,weather_comparison,"{'location1': 'Sydney', 'location2': 'Seoul'}"
Compare weather in New York and Toronto,weather_comparison,"{'location1': 'New York', 'location2': 'Toronto'}"
"Which city has better weather, here or my location?",weather_comparison,"{'location1': 'here', 'location2': 'my location'}"
"Which is warmer, New York or my location?",weather_comparison,"{'location1': 'New York', 'location2': 'my location'}"
How do temperatures compare in Tokyo and Sydney?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Sydney'}"
Will it rain tomorrow in New York?,weather_forecast,{'location': 'New York'}
Will it snow in Seoul?,precipitation_query,{'location': 'Seoul'}
How's the weather different in New York vs Amsterdam?,weather_comparison,"{'location1': 'New York', 'location2': 'Amsterdam'}"
Compare current conditions in here and Amsterdam,weather_comparison,"{'location1': 'here', 'location2': 'Amsterdam'}"
Weather contrast between Moscow and my location,weather_comparison,"{'location1': 'Moscow', 'location2': 'my location'}"
How do temperatures compare in Mumbai and Toronto?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Toronto'}"
"Which is colder, Sydney or current location?",weather_comparison,"{'location1': 'Sydney', 'location2': 'current location'}"
Compare current conditions in Paris and Moscow,weather_comparison,"{'location1': 'Paris', 'location2': 'Moscow'}"
Weather contrast between Berlin and Singapore,weather_comparison,"{'location1': 'Berlin', 'location2': 'Singapore'}"
Weather comparison: Rome versus my location,weather_comparison,"{'location1': 'Rome', 'location2': 'my location'}"
What's the chance of snow in Berlin?,precipitation_query,{'location': 'Berlin'}
"Which is warmer, London or current location?",weather_comparison,"{'location1': 'London', 'location2': 'current location'}"
Weather difference between Tokyo and current location,weather_comparison,"{'location1': 'Tokyo', 'location2': 'current location'}"
How do temperatures compare in Dubai and here?,weather_comparison,"{'location1': 'Dubai', 'location2': 'here'}"
"Which is colder, Amsterdam or Berlin?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Berlin'}"
How does the weather in New York compare to Moscow?,weather_comparison,"{'location1': 'New York', 'location2': 'Moscow'}"
Weather comparison: Dubai versus Amsterdam,weather_comparison,"{'location1': 'Dubai', 'location2': 'Amsterdam'}"
Weather comparison: London versus Berlin,weather_comparison,"{'location1': 'London', 'location2': 'Berlin'}"
Weather contrast between my location and Seoul,weather_comparison,"{'location1': 'my location', 'location2': 'Seoul'}"
Temperature comparison between Tokyo and Toronto,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Toronto'}"
How do temperatures compare in Amsterdam and current location?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'current location'}"
Rain probability in Rome,precipitation_query,{'location': 'Rome'}
Temperature comparison between New York and here,weather_comparison,"{'location1': 'New York', 'location2': 'here'}"
"Which city has better weather, Toronto or San Francisco?",weather_comparison,"{'location1': 'Toronto', 'location2': 'San Francisco'}"
Compare temperatures in Amsterdam and Moscow,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Moscow'}"
Weather comparison: Tokyo versus here,weather_comparison,"{'location1': 'Tokyo', 'location2': 'here'}"
Rain probability in Singapore,precipitation_query,{'location': 'Singapore'}
Weather contrast between here and Rome,weather_comparison,"{'location1': 'here', 'location2': 'Rome'}"
"Which is colder, Amsterdam or London?",weather_comparison,"{'location1': 'Amsterdam', 'location2': 'London'}"
Weather comparison: Paris versus Sydney,weather_comparison,"{'location1': 'Paris', 'location2': 'Sydney'}"
"Which is colder, Mumbai or New York?",weather_comparison,"{'location1': 'Mumbai', 'location2': 'New York'}"
How do temperatures compare in Singapore and Tokyo?,weather_comparison,"{'location1': 'Singapore', 'location2': 'Tokyo'}"
Compare current conditions in Toronto and New York,weather_comparison,"{'location1': 'Toronto', 'location2': 'New York'}"
"Which city has better weather, Moscow or Singapore?",weather_comparison,"{'location1': 'Moscow', 'location2': 'Singapore'}"
Weather difference between Tokyo and Mumbai,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Mumbai'}"
What's the weather difference between Paris and Tokyo?,weather_comparison,"{'location1': 'Paris', 'location2': 'Tokyo'}"
What's the weather difference between New York and Toronto?,weather_comparison,"{'location1': 'New York', 'location2': 'Toronto'}"
What's the weather situation in Seoul?,current_weather,{'location': 'Seoul'}
Weather contrast between Dubai and Rome,weather_comparison,"{'location1': 'Dubai', 'location2': 'Rome'}"
Compare temperatures in Paris and here,weather_comparison,"{'location1': 'Paris', 'location2': 'here'}"
Will it snow in Mumbai?,precipitation_query,{'location': 'Mumbai'}
"Which city has better weather, Paris or current location?",weather_comparison,"{'location1': 'Paris', 'location2': 'current location'}"
Temperature comparison between Amsterdam and San Francisco,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'San Francisco'}"
"Which is warmer, Sydney or Seoul?",weather_comparison,"{'location1': 'Sydney', 'location2': 'Seoul'}"
Weather comparison between Toronto and Mumbai,weather_comparison,"{'location1': 'Toronto', 'location2': 'Mumbai'}"
How's the weather different in Seoul vs Mumbai?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Mumbai'}"
Weather conditions in Seoul,current_weather,{'location': 'Seoul'}
What's the weather difference between Seoul and Paris?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Paris'}"
How does the weather in Tokyo compare to my location?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'my location'}"
Weather comparison: Singapore versus Seoul,weather_comparison,"{'location1': 'Singapore', 'location2': 'Seoul'}"
Compare current conditions in here and Dubai,weather_comparison,"{'location1': 'here', 'location2': 'Dubai'}"
Will it snow in Sydney?,precipitation_query,{'location': 'Sydney'}
Weather contrast between Paris and here,weather_comparison,"{'location1': 'Paris', 'location2': 'here'}"
What's the weather situation in my location?,current_weather,{'location': 'my location'}
What's the mercury reading in Tokyo?,temperature_query,{'location': 'Tokyo'}
How's the weather different in my location vs Tokyo?,weather_comparison,"{'location1': 'my location', 'location2': 'Tokyo'}"
How does the weather in Seoul compare to here?,weather_comparison,"{'location1': 'Seoul', 'location2': 'here'}"
Temperature comparison between current location and Tokyo,weather_comparison,"{'location1': 'current location', 'location2': 'Tokyo'}"
Compare weather in Paris and Sydney,weather_comparison,"{'location1': 'Paris', 'location2': 'Sydney'}"
Weather comparison: Berlin versus Moscow,weather_comparison,"{'location1': 'Berlin', 'location2': 'Moscow'}"
Weather difference between Tokyo and Toronto,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Toronto'}"
Compare temperatures in Sydney and San Francisco,weather_comparison,"{'location1': 'Sydney', 'location2': 'San Francisco'}"
"Which is warmer, my location or here?",weather_comparison,"{'location1': 'my location', 'location2': 'here'}"
How do temperatures compare in Tokyo and Berlin?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Berlin'}"
How does the weather in Sydney compare to Paris?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Paris'}"
"Which is warmer, Berlin or Dubai?",weather_comparison,"{'location1': 'Berlin', 'location2': 'Dubai'}"
"Which is warmer, New York or Paris?",weather_comparison,"{'location1': 'New York', 'location2': 'Paris'}"
Compare temperatures in Singapore and Rome,weather_comparison,"{'location1': 'Singapore', 'location2': 'Rome'}"
Temperature comparison between my location and here,weather_comparison,"{'location1': 'my location', 'location2': 'here'}"
How does the weather in Rome compare to London?,weather_comparison,"{'location1': 'Rome', 'location2': 'London'}"
How cold is it in New York?,temperature_query,{'location': 'New York'}
Weather contrast between Singapore and Berlin,weather_comparison,"{'location1': 'Singapore', 'location2': 'Berlin'}"
Weather comparison between here and Amsterdam,weather_comparison,"{'location1': 'here', 'location2': 'Amsterdam'}"
"Which is warmer, Rome or Dubai?",weather_comparison,"{'location1': 'Rome', 'location2': 'Dubai'}"
Current weather conditions for Tokyo,current_weather,{'location': 'Tokyo'}
How does the weather in Seoul compare to London?,weather_comparison,"{'location1': 'Seoul', 'location2': 'London'}"
What's the weather difference between here and Dubai?,weather_comparison,"{'location1': 'here', 'location2': 'Dubai'}"
Weather contrast between Seoul and Amsterdam,weather_comparison,"{'location1': 'Seoul', 'location2': 'Amsterdam'}"
What's the weather situation in Berlin?,current_weather,{'location': 'Berlin'}
"Which is warmer, Moscow or Seoul?",weather_comparison,"{'location1': 'Moscow', 'location2': 'Seoul'}"
Will it rain today in San Francisco?,precipitation_query,{'location': 'San Francisco'}
Compare current conditions in San Francisco and Singapore,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Singapore'}"
How do temperatures compare in Tokyo and current location?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'current location'}"
How's the weather different in Sydney vs Moscow?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Moscow'}"
Compare weather in Singapore and New York,weather_comparison,"{'location1': 'Singapore', 'location2': 'New York'}"
Compare weather in London and Amsterdam,weather_comparison,"{'location1': 'London', 'location2': 'Amsterdam'}"
How's the weather different in Dubai vs Moscow?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Moscow'}"
How does the weather in my location compare to Tokyo?,weather_comparison,"{'location1': 'my location', 'location2': 'Tokyo'}"
How hot is it in New York?,temperature_query,{'location': 'New York'}
Is there any rain expected in Paris?,precipitation_query,{'location': 'Paris'}
Compare temperatures in New York and Sydney,weather_comparison,"{'location1': 'New York', 'location2': 'Sydney'}"
What's the weather going to be like in my location this weekend?,weather_forecast,{'location': 'my location'}
