text,intent,entities
How's the weather different in Mumbai vs Moscow?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Moscow'}"
How do temperatures compare in current location and here?,weather_comparison,"{'location1': 'current location', 'location2': 'here'}"
Compare weather in Seoul and Moscow,weather_comparison,"{'location1': 'Seoul', 'location2': 'Moscow'}"
Weather comparison between Dubai and New York,weather_comparison,"{'location1': 'Dubai', 'location2': 'New York'}"
Weather comparison: Amsterdam versus Dubai,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Dubai'}"
"Which is warmer, Sydney or London?",weather_comparison,"{'location1': 'Sydney', 'location2': 'London'}"
Will it be sunny in my location tomorrow?,weather_forecast,{'location': 'my location'}
Weather contrast between Amsterdam and Toronto,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Toronto'}"
What's the temp in Mumbai?,temperature_query,{'location': 'Mumbai'}
"Which city has better weather, Tokyo or Amsterdam?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'Amsterdam'}"
"Which is warmer, San Francisco or New York?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'New York'}"
What's the temp in here?,temperature_query,{'location': 'here'}
Compare temperatures in Moscow and London,weather_comparison,"{'location1': 'Moscow', 'location2': 'London'}"
Tell me about today's weather in Amsterdam,current_weather,{'location': 'Amsterdam'}
Weather comparison between London and Seoul,weather_comparison,"{'location1': 'London', 'location2': 'Seoul'}"
"Which city has better weather, current location or Sydney?",weather_comparison,"{'location1': 'current location', 'location2': 'Sydney'}"
Will it snow in Toronto tomorrow?,weather_forecast,{'location': 'Toronto'}
"Which is warmer, Dubai or Mumbai?",weather_comparison,"{'location1': 'Dubai', 'location2': 'Mumbai'}"
Tell me the weather forecast for Berlin,weather_forecast,{'location': 'Berlin'}
Weather difference between Toronto and San Francisco,weather_comparison,"{'location1': 'Toronto', 'location2': 'San Francisco'}"
What's the chance of snow in Moscow?,precipitation_query,{'location': 'Moscow'}
What's the rain forecast for Sydney?,precipitation_query,{'location': 'Sydney'}
"Which is warmer, Rome or Seoul?",weather_comparison,"{'location1': 'Rome', 'location2': 'Seoul'}"
Weather comparison: Rome versus Tokyo,weather_comparison,"{'location1': 'Rome', 'location2': 'Tokyo'}"
What's the weather right now in current location?,current_weather,{'location': 'current location'}
"Which is warmer, London or Mumbai?",weather_comparison,"{'location1': 'London', 'location2': 'Mumbai'}"
How's the temperature in Mumbai?,temperature_query,{'location': 'Mumbai'}
"Which city has better weather, here or New York?",weather_comparison,"{'location1': 'here', 'location2': 'New York'}"
Weather comparison: current location versus Toronto,weather_comparison,"{'location1': 'current location', 'location2': 'Toronto'}"
Temperature comparison between Moscow and Mumbai,weather_comparison,"{'location1': 'Moscow', 'location2': 'Mumbai'}"
What's the chance of rain in here?,precipitation_query,{'location': 'here'}
What's the weather difference between my location and Tokyo?,weather_comparison,"{'location1': 'my location', 'location2': 'Tokyo'}"
Compare temperatures in New York and Seoul,weather_comparison,"{'location1': 'New York', 'location2': 'Seoul'}"
Temperature comparison between Paris and San Francisco,weather_comparison,"{'location1': 'Paris', 'location2': 'San Francisco'}"
How do temperatures compare in Dubai and current location?,weather_comparison,"{'location1': 'Dubai', 'location2': 'current location'}"
What's the weather difference between current location and Mumbai?,weather_comparison,"{'location1': 'current location', 'location2': 'Mumbai'}"
What's the weather forecast for Sydney?,weather_forecast,{'location': 'Sydney'}
"Which city has better weather, my location or Seoul?",weather_comparison,"{'location1': 'my location', 'location2': 'Seoul'}"
Temperature comparison between Mumbai and my location,weather_comparison,"{'location1': 'Mumbai', 'location2': 'my location'}"
"Which is colder, Tokyo or Amsterdam?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'Amsterdam'}"
Compare current conditions in Moscow and Rome,weather_comparison,"{'location1': 'Moscow', 'location2': 'Rome'}"
Weather comparison: Paris versus Rome,weather_comparison,"{'location1': 'Paris', 'location2': 'Rome'}"
Compare temperatures in current location and Dubai,weather_comparison,"{'location1': 'current location', 'location2': 'Dubai'}"
Can you tell me the weather in Paris?,current_weather,{'location': 'Paris'}
Weather comparison between Berlin and Seoul,weather_comparison,"{'location1': 'Berlin', 'location2': 'Seoul'}"
How do temperatures compare in New York and Toronto?,weather_comparison,"{'location1': 'New York', 'location2': 'Toronto'}"
Weather difference between Singapore and Amsterdam,weather_comparison,"{'location1': 'Singapore', 'location2': 'Amsterdam'}"
"Which is warmer, Moscow or Amsterdam?",weather_comparison,"{'location1': 'Moscow', 'location2': 'Amsterdam'}"
"Which is colder, New York or London?",weather_comparison,"{'location1': 'New York', 'location2': 'London'}"
Compare current conditions in current location and San Francisco,weather_comparison,"{'location1': 'current location', 'location2': 'San Francisco'}"
What's the weather difference between San Francisco and Seoul?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Seoul'}"
Compare temperatures in Amsterdam and San Francisco,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'San Francisco'}"
How's the weather today in Rome?,current_weather,{'location': 'Rome'}
"Which is colder, London or New York?",weather_comparison,"{'location1': 'London', 'location2': 'New York'}"
Weather comparison between Sydney and Toronto,weather_comparison,"{'location1': 'Sydney', 'location2': 'Toronto'}"
Will it snow in Rome?,precipitation_query,{'location': 'Rome'}
Compare current conditions in San Francisco and Amsterdam,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Amsterdam'}"
Temperature comparison between Berlin and Singapore,weather_comparison,"{'location1': 'Berlin', 'location2': 'Singapore'}"
"Which city has better weather, Singapore or London?",weather_comparison,"{'location1': 'Singapore', 'location2': 'London'}"
How's the weather different in Amsterdam vs Rome?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Rome'}"
Weather difference between New York and Rome,weather_comparison,"{'location1': 'New York', 'location2': 'Rome'}"
Weather comparison: Seoul versus Berlin,weather_comparison,"{'location1': 'Seoul', 'location2': 'Berlin'}"
Compare temperatures in Rome and Sydney,weather_comparison,"{'location1': 'Rome', 'location2': 'Sydney'}"
"Which is warmer, my location or Tokyo?",weather_comparison,"{'location1': 'my location', 'location2': 'Tokyo'}"
"Which city has better weather, Berlin or current location?",weather_comparison,"{'location1': 'Berlin', 'location2': 'current location'}"
Weather comparison: London versus San Francisco,weather_comparison,"{'location1': 'London', 'location2': 'San Francisco'}"
How do temperatures compare in Rome and Dubai?,weather_comparison,"{'location1': 'Rome', 'location2': 'Dubai'}"
How do temperatures compare in Dubai and New York?,weather_comparison,"{'location1': 'Dubai', 'location2': 'New York'}"
"Which is warmer, my location or Seoul?",weather_comparison,"{'location1': 'my location', 'location2': 'Seoul'}"
Weather difference between Seoul and Sydney,weather_comparison,"{'location1': 'Seoul', 'location2': 'Sydney'}"
Compare weather in London and Seoul,weather_comparison,"{'location1': 'London', 'location2': 'Seoul'}"
What's the weather difference between Tokyo and Singapore?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Singapore'}"
Compare weather in here and Singapore,weather_comparison,"{'location1': 'here', 'location2': 'Singapore'}"
Weather comparison: Paris versus my location,weather_comparison,"{'location1': 'Paris', 'location2': 'my location'}"
Weather comparison: Dubai versus current location,weather_comparison,"{'location1': 'Dubai', 'location2': 'current location'}"
What's the weather difference between Moscow and Seoul?,weather_comparison,"{'location1': 'Moscow', 'location2': 'Seoul'}"
How does the weather in Singapore compare to Moscow?,weather_comparison,"{'location1': 'Singapore', 'location2': 'Moscow'}"
Weather comparison: current location versus Tokyo,weather_comparison,"{'location1': 'current location', 'location2': 'Tokyo'}"
Weather difference between Paris and New York,weather_comparison,"{'location1': 'Paris', 'location2': 'New York'}"
Compare weather in Berlin and New York,weather_comparison,"{'location1': 'Berlin', 'location2': 'New York'}"
What's the weather difference between Singapore and my location?,weather_comparison,"{'location1': 'Singapore', 'location2': 'my location'}"
Weather comparison between Dubai and San Francisco,weather_comparison,"{'location1': 'Dubai', 'location2': 'San Francisco'}"
Weather comparison: Mumbai versus my location,weather_comparison,"{'location1': 'Mumbai', 'location2': 'my location'}"
"Which city has better weather, Paris or Berlin?",weather_comparison,"{'location1': 'Paris', 'location2': 'Berlin'}"
How does the weather in Amsterdam compare to Rome?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Rome'}"
Weather contrast between my location and Dubai,weather_comparison,"{'location1': 'my location', 'location2': 'Dubai'}"
Compare current conditions in Moscow and Berlin,weather_comparison,"{'location1': 'Moscow', 'location2': 'Berlin'}"
"Which city has better weather, Rome or Toronto?",weather_comparison,"{'location1': 'Rome', 'location2': 'Toronto'}"
How do temperatures compare in New York and Dubai?,weather_comparison,"{'location1': 'New York', 'location2': 'Dubai'}"
Weather contrast between current location and New York,weather_comparison,"{'location1': 'current location', 'location2': 'New York'}"
Weather comparison between Dubai and Tokyo,weather_comparison,"{'location1': 'Dubai', 'location2': 'Tokyo'}"
How does the weather in San Francisco compare to Singapore?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Singapore'}"
What's the weather like in Amsterdam?,current_weather,{'location': 'Amsterdam'}
Temperature comparison between here and Rome,weather_comparison,"{'location1': 'here', 'location2': 'Rome'}"
Will it rain tomorrow in Singapore?,weather_forecast,{'location': 'Singapore'}
"Which is colder, Toronto or Sydney?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Sydney'}"
Weather comparison: Seoul versus my location,weather_comparison,"{'location1': 'Seoul', 'location2': 'my location'}"
Weather contrast between my location and Tokyo,weather_comparison,"{'location1': 'my location', 'location2': 'Tokyo'}"
Compare temperatures in Paris and current location,weather_comparison,"{'location1': 'Paris', 'location2': 'current location'}"
Weather forecast for Sydney for the next few days,weather_forecast,{'location': 'Sydney'}
How's the weather different in Singapore vs current location?,weather_comparison,"{'location1': 'Singapore', 'location2': 'current location'}"
"Which is colder, Moscow or London?",weather_comparison,"{'location1': 'Moscow', 'location2': 'London'}"
Compare temperatures in Toronto and San Francisco,weather_comparison,"{'location1': 'Toronto', 'location2': 'San Francisco'}"
Compare weather in Moscow and Paris,weather_comparison,"{'location1': 'Moscow', 'location2': 'Paris'}"
What's the precipitation chance in London?,precipitation_query,{'location': 'London'}
"Which city has better weather, my location or Mumbai?",weather_comparison,"{'location1': 'my location', 'location2': 'Mumbai'}"
Temperature comparison between Mumbai and Berlin,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Berlin'}"
Temperature comparison between San Francisco and Toronto,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Toronto'}"
Compare current conditions in here and San Francisco,weather_comparison,"{'location1': 'here', 'location2': 'San Francisco'}"
Weather difference between Toronto and London,weather_comparison,"{'location1': 'Toronto', 'location2': 'London'}"
Temperature comparison between Moscow and Amsterdam,weather_comparison,"{'location1': 'Moscow', 'location2': 'Amsterdam'}"
Weather difference between Seoul and Moscow,weather_comparison,"{'location1': 'Seoul', 'location2': 'Moscow'}"
What's the weather going to be like in San Francisco next week?,weather_forecast,{'location': 'San Francisco'}
Compare current conditions in Amsterdam and Tokyo,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Tokyo'}"
How's the weather different in Paris vs Dubai?,weather_comparison,"{'location1': 'Paris', 'location2': 'Dubai'}"
What's the weather difference between Sydney and Moscow?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Moscow'}"
What's the weather going to be like this week in my location?,weather_forecast,{'location': 'my location'}
What's the temperature in Rome?,temperature_query,{'location': 'Rome'}
Weather difference between Sydney and Singapore,weather_comparison,"{'location1': 'Sydney', 'location2': 'Singapore'}"
How do temperatures compare in Mumbai and Amsterdam?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Amsterdam'}"
How do temperatures compare in Toronto and Seoul?,weather_comparison,"{'location1': 'Toronto', 'location2': 'Seoul'}"
Compare weather in my location and Paris,weather_comparison,"{'location1': 'my location', 'location2': 'Paris'}"
How does the weather in Sydney compare to Seoul?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Seoul'}"
Compare temperatures in Toronto and Berlin,weather_comparison,"{'location1': 'Toronto', 'location2': 'Berlin'}"
Is it raining in current location?,current_weather,{'location': 'current location'}
How do temperatures compare in New York and San Francisco?,weather_comparison,"{'location1': 'New York', 'location2': 'San Francisco'}"
Weather difference between San Francisco and London,weather_comparison,"{'location1': 'San Francisco', 'location2': 'London'}"
How do temperatures compare in Moscow and Rome?,weather_comparison,"{'location1': 'Moscow', 'location2': 'Rome'}"
Temperature comparison between San Francisco and New York,weather_comparison,"{'location1': 'San Francisco', 'location2': 'New York'}"
How's the weather different in Dubai vs San Francisco?,weather_comparison,"{'location1': 'Dubai', 'location2': 'San Francisco'}"
What's the weather difference between Sydney and Paris?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Paris'}"
What's the weather right now in Moscow?,current_weather,{'location': 'Moscow'}
Temperature comparison between Tokyo and Toronto,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Toronto'}"
"Which city has better weather, Moscow or my location?",weather_comparison,"{'location1': 'Moscow', 'location2': 'my location'}"
Compare temperatures in New York and Toronto,weather_comparison,"{'location1': 'New York', 'location2': 'Toronto'}"
Temperature comparison between London and current location,weather_comparison,"{'location1': 'London', 'location2': 'current location'}"
How does the weather in San Francisco compare to Paris?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Paris'}"
"Which city has better weather, London or here?",weather_comparison,"{'location1': 'London', 'location2': 'here'}"
Compare weather in Moscow and Singapore,weather_comparison,"{'location1': 'Moscow', 'location2': 'Singapore'}"
How do temperatures compare in San Francisco and my location?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'my location'}"
Rain forecast for Toronto,precipitation_query,{'location': 'Toronto'}
"Which is warmer, Seoul or London?",weather_comparison,"{'location1': 'Seoul', 'location2': 'London'}"
Temperature comparison between current location and Berlin,weather_comparison,"{'location1': 'current location', 'location2': 'Berlin'}"
"Which is colder, Toronto or Moscow?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Moscow'}"
Compare temperatures in London and Berlin,weather_comparison,"{'location1': 'London', 'location2': 'Berlin'}"
What's the temp in Paris?,temperature_query,{'location': 'Paris'}
Will it rain today in Moscow?,precipitation_query,{'location': 'Moscow'}
Will it drizzle in Singapore?,precipitation_query,{'location': 'Singapore'}
How do temperatures compare in Amsterdam and Singapore?,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Singapore'}"
"Which is colder, Tokyo or Mumbai?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'Mumbai'}"
Is there any rain expected in current location?,precipitation_query,{'location': 'current location'}
Compare weather in Seoul and my location,weather_comparison,"{'location1': 'Seoul', 'location2': 'my location'}"
Weather difference between here and Rome,weather_comparison,"{'location1': 'here', 'location2': 'Rome'}"
Temperature reading for San Francisco,temperature_query,{'location': 'San Francisco'}
Weather difference between Seoul and here,weather_comparison,"{'location1': 'Seoul', 'location2': 'here'}"
"Which is colder, San Francisco or Dubai?",weather_comparison,"{'location1': 'San Francisco', 'location2': 'Dubai'}"
Weather contrast between my location and Moscow,weather_comparison,"{'location1': 'my location', 'location2': 'Moscow'}"
"Which city has better weather, Seoul or Dubai?",weather_comparison,"{'location1': 'Seoul', 'location2': 'Dubai'}"
Weather contrast between Tokyo and London,weather_comparison,"{'location1': 'Tokyo', 'location2': 'London'}"
What's the weather difference between Toronto and Rome?,weather_comparison,"{'location1': 'Toronto', 'location2': 'Rome'}"
"Which is warmer, Toronto or current location?",weather_comparison,"{'location1': 'Toronto', 'location2': 'current location'}"
Rain probability in Paris,precipitation_query,{'location': 'Paris'}
Weather difference between Mumbai and San Francisco,weather_comparison,"{'location1': 'Mumbai', 'location2': 'San Francisco'}"
What's the weather difference between Moscow and Toronto?,weather_comparison,"{'location1': 'Moscow', 'location2': 'Toronto'}"
How does the weather in Rome compare to Paris?,weather_comparison,"{'location1': 'Rome', 'location2': 'Paris'}"
"Which city has better weather, Sydney or New York?",weather_comparison,"{'location1': 'Sydney', 'location2': 'New York'}"
Weather contrast between Singapore and New York,weather_comparison,"{'location1': 'Singapore', 'location2': 'New York'}"
Compare current conditions in Mumbai and Paris,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Paris'}"
Temperature comparison between New York and here,weather_comparison,"{'location1': 'New York', 'location2': 'here'}"
How's the weather different in Sydney vs Dubai?,weather_comparison,"{'location1': 'Sydney', 'location2': 'Dubai'}"
Compare temperatures in San Francisco and Moscow,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Moscow'}"
What's the weather difference between Seoul and New York?,weather_comparison,"{'location1': 'Seoul', 'location2': 'New York'}"
Compare current conditions in Moscow and Tokyo,weather_comparison,"{'location1': 'Moscow', 'location2': 'Tokyo'}"
Rain forecast for Sydney,precipitation_query,{'location': 'Sydney'}
"Which is warmer, my location or Moscow?",weather_comparison,"{'location1': 'my location', 'location2': 'Moscow'}"
What's the weather difference between here and Berlin?,weather_comparison,"{'location1': 'here', 'location2': 'Berlin'}"
What's the heat index in Rome?,temperature_query,{'location': 'Rome'}
"Which is warmer, my location or Singapore?",weather_comparison,"{'location1': 'my location', 'location2': 'Singapore'}"
Rain forecast for Amsterdam,precipitation_query,{'location': 'Amsterdam'}
Weather comparison between Dubai and Berlin,weather_comparison,"{'location1': 'Dubai', 'location2': 'Berlin'}"
What's the weather difference between Rome and San Francisco?,weather_comparison,"{'location1': 'Rome', 'location2': 'San Francisco'}"
"Which is warmer, here or Toronto?",weather_comparison,"{'location1': 'here', 'location2': 'Toronto'}"
Temperature comparison between current location and New York,weather_comparison,"{'location1': 'current location', 'location2': 'New York'}"
"Which city has better weather, Toronto or Dubai?",weather_comparison,"{'location1': 'Toronto', 'location2': 'Dubai'}"
How do temperatures compare in Mumbai and Dubai?,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Dubai'}"
Weather contrast between London and New York,weather_comparison,"{'location1': 'London', 'location2': 'New York'}"
Compare temperatures in Berlin and Mumbai,weather_comparison,"{'location1': 'Berlin', 'location2': 'Mumbai'}"
Weather forecast for the week in Sydney,weather_forecast,{'location': 'Sydney'}
Weather comparison between New York and Dubai,weather_comparison,"{'location1': 'New York', 'location2': 'Dubai'}"
"Which is colder, New York or Rome?",weather_comparison,"{'location1': 'New York', 'location2': 'Rome'}"
What's the weather difference between Dubai and my location?,weather_comparison,"{'location1': 'Dubai', 'location2': 'my location'}"
What's the weather situation in London?,current_weather,{'location': 'London'}
Weather comparison between Paris and Rome,weather_comparison,"{'location1': 'Paris', 'location2': 'Rome'}"
Compare temperatures in Seoul and my location,weather_comparison,"{'location1': 'Seoul', 'location2': 'my location'}"
"Which is warmer, Tokyo or here?",weather_comparison,"{'location1': 'Tokyo', 'location2': 'here'}"
Compare current conditions in Dubai and London,weather_comparison,"{'location1': 'Dubai', 'location2': 'London'}"
"Which is colder, Sydney or Berlin?",weather_comparison,"{'location1': 'Sydney', 'location2': 'Berlin'}"
Weather difference between Mumbai and Amsterdam,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Amsterdam'}"
How's the weather today in Moscow?,current_weather,{'location': 'Moscow'}
Compare weather in San Francisco and my location,weather_comparison,"{'location1': 'San Francisco', 'location2': 'my location'}"
Compare weather in Singapore and Dubai,weather_comparison,"{'location1': 'Singapore', 'location2': 'Dubai'}"
Compare temperatures in Rome and London,weather_comparison,"{'location1': 'Rome', 'location2': 'London'}"
Weather comparison between San Francisco and Seoul,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Seoul'}"
How does the weather in London compare to Singapore?,weather_comparison,"{'location1': 'London', 'location2': 'Singapore'}"
How do temperatures compare in Tokyo and Sydney?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'Sydney'}"
Compare temperatures in Sydney and San Francisco,weather_comparison,"{'location1': 'Sydney', 'location2': 'San Francisco'}"
Rain probability in here,precipitation_query,{'location': 'here'}
How does the weather in Seoul compare to Toronto?,weather_comparison,"{'location1': 'Seoul', 'location2': 'Toronto'}"
What's the weather difference between Rome and Moscow?,weather_comparison,"{'location1': 'Rome', 'location2': 'Moscow'}"
Weather difference between London and Paris,weather_comparison,"{'location1': 'London', 'location2': 'Paris'}"
What's the current temperature in Amsterdam?,temperature_query,{'location': 'Amsterdam'}
Temperature comparison between San Francisco and Dubai,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Dubai'}"
What's the weather going to be like in Berlin tomorrow?,weather_forecast,{'location': 'Berlin'}
Weather contrast between Amsterdam and Sydney,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Sydney'}"
How's the weather different in San Francisco vs Sydney?,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Sydney'}"
Compare weather in Seoul and Singapore,weather_comparison,"{'location1': 'Seoul', 'location2': 'Singapore'}"
"Which is warmer, Paris or my location?",weather_comparison,"{'location1': 'Paris', 'location2': 'my location'}"
"Which is colder, current location or London?",weather_comparison,"{'location1': 'current location', 'location2': 'London'}"
Weather difference between Moscow and Dubai,weather_comparison,"{'location1': 'Moscow', 'location2': 'Dubai'}"
What's the temperature in San Francisco?,current_weather,{'location': 'San Francisco'}
Weather comparison between San Francisco and Dubai,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Dubai'}"
Can you tell me the weather in San Francisco?,current_weather,{'location': 'San Francisco'}
What's the weather difference between Moscow and current location?,weather_comparison,"{'location1': 'Moscow', 'location2': 'current location'}"
Is it raining in London?,current_weather,{'location': 'London'}
How does the weather in Toronto compare to Sydney?,weather_comparison,"{'location1': 'Toronto', 'location2': 'Sydney'}"
Compare temperatures in Seoul and New York,weather_comparison,"{'location1': 'Seoul', 'location2': 'New York'}"
Weather comparison: my location versus Moscow,weather_comparison,"{'location1': 'my location', 'location2': 'Moscow'}"
Weather difference between Berlin and Amsterdam,weather_comparison,"{'location1': 'Berlin', 'location2': 'Amsterdam'}"
"Which city has better weather, Singapore or Dubai?",weather_comparison,"{'location1': 'Singapore', 'location2': 'Dubai'}"
"Which city has better weather, Sydney or London?",weather_comparison,"{'location1': 'Sydney', 'location2': 'London'}"
What's the weather difference between New York and current location?,weather_comparison,"{'location1': 'New York', 'location2': 'current location'}"
"Which is colder, Paris or Mumbai?",weather_comparison,"{'location1': 'Paris', 'location2': 'Mumbai'}"
Compare weather in current location and Dubai,weather_comparison,"{'location1': 'current location', 'location2': 'Dubai'}"
How do temperatures compare in Moscow and London?,weather_comparison,"{'location1': 'Moscow', 'location2': 'London'}"
What's the temperature in San Francisco?,temperature_query,{'location': 'San Francisco'}
Rain probability in Tokyo,precipitation_query,{'location': 'Tokyo'}
How's the weather different in Rome vs Singapore?,weather_comparison,"{'location1': 'Rome', 'location2': 'Singapore'}"
Tell me about today's weather in Paris,current_weather,{'location': 'Paris'}
"Which city has better weather, London or Moscow?",weather_comparison,"{'location1': 'London', 'location2': 'Moscow'}"
Weather conditions in New York,current_weather,{'location': 'New York'}
"Which city has better weather, New York or current location?",weather_comparison,"{'location1': 'New York', 'location2': 'current location'}"
What's the weather difference between here and current location?,weather_comparison,"{'location1': 'here', 'location2': 'current location'}"
"Which is warmer, current location or Moscow?",weather_comparison,"{'location1': 'current location', 'location2': 'Moscow'}"
What's the heat index in current location?,temperature_query,{'location': 'current location'}
Compare current conditions in current location and Sydney,weather_comparison,"{'location1': 'current location', 'location2': 'Sydney'}"
How do temperatures compare in Dubai and Tokyo?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Tokyo'}"
What's the chance of snow in Tokyo?,precipitation_query,{'location': 'Tokyo'}
Temperature comparison between Toronto and here,weather_comparison,"{'location1': 'Toronto', 'location2': 'here'}"
How does the weather in Rome compare to Singapore?,weather_comparison,"{'location1': 'Rome', 'location2': 'Singapore'}"
Weather comparison: Mumbai versus Seoul,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Seoul'}"
How does the weather in Tokyo compare to New York?,weather_comparison,"{'location1': 'Tokyo', 'location2': 'New York'}"
What's the temperature in Seoul?,current_weather,{'location': 'Seoul'}
Will it snow in my location tomorrow?,weather_forecast,{'location': 'my location'}
Weather prediction for Dubai,weather_forecast,{'location': 'Dubai'}
Rain probability in Sydney,precipitation_query,{'location': 'Sydney'}
What's the rain forecast for Seoul?,precipitation_query,{'location': 'Seoul'}
What's the snow forecast for Paris?,precipitation_query,{'location': 'Paris'}
Weather contrast between Berlin and my location,weather_comparison,"{'location1': 'Berlin', 'location2': 'my location'}"
Compare current conditions in here and Toronto,weather_comparison,"{'location1': 'here', 'location2': 'Toronto'}"
Current weather conditions for Berlin,current_weather,{'location': 'Berlin'}
Weather comparison: New York versus Singapore,weather_comparison,"{'location1': 'New York', 'location2': 'Singapore'}"
Compare temperatures in Sydney and Moscow,weather_comparison,"{'location1': 'Sydney', 'location2': 'Moscow'}"
How's the weather different in Moscow vs Rome?,weather_comparison,"{'location1': 'Moscow', 'location2': 'Rome'}"
What's the temperature in Mumbai?,current_weather,{'location': 'Mumbai'}
How's the weather different in current location vs here?,weather_comparison,"{'location1': 'current location', 'location2': 'here'}"
Compare current conditions in Amsterdam and Berlin,weather_comparison,"{'location1': 'Amsterdam', 'location2': 'Berlin'}"
Weather difference between here and Singapore,weather_comparison,"{'location1': 'here', 'location2': 'Singapore'}"
Temperature comparison between Sydney and my location,weather_comparison,"{'location1': 'Sydney', 'location2': 'my location'}"
What's the temperature going to be in Dubai?,temperature_query,{'location': 'Dubai'}
How do temperatures compare in Dubai and Berlin?,weather_comparison,"{'location1': 'Dubai', 'location2': 'Berlin'}"
How does the weather in current location compare to Paris?,weather_comparison,"{'location1': 'current location', 'location2': 'Paris'}"
Temperature comparison between San Francisco and Sydney,weather_comparison,"{'location1': 'San Francisco', 'location2': 'Sydney'}"
Weather comparison: Berlin versus London,weather_comparison,"{'location1': 'Berlin', 'location2': 'London'}"
"Which is colder, my location or current location?",weather_comparison,"{'location1': 'my location', 'location2': 'current location'}"
What's the weather difference between New York and Mumbai?,weather_comparison,"{'location1': 'New York', 'location2': 'Mumbai'}"
Compare current conditions in London and here,weather_comparison,"{'location1': 'London', 'location2': 'here'}"
Weather comparison: New York versus Tokyo,weather_comparison,"{'location1': 'New York', 'location2': 'Tokyo'}"
Weather difference between Sydney and Amsterdam,weather_comparison,"{'location1': 'Sydney', 'location2': 'Amsterdam'}"
Compare temperatures in Dubai and Paris,weather_comparison,"{'location1': 'Dubai', 'location2': 'Paris'}"
Temperature comparison between Tokyo and here,weather_comparison,"{'location1': 'Tokyo', 'location2': 'here'}"
Compare temperatures in New York and my location,weather_comparison,"{'location1': 'New York', 'location2': 'my location'}"
Compare current conditions in Seoul and Sydney,weather_comparison,"{'location1': 'Seoul', 'location2': 'Sydney'}"
What's the weather difference between here and Paris?,weather_comparison,"{'location1': 'here', 'location2': 'Paris'}"
How do temperatures compare in current location and Amsterdam?,weather_comparison,"{'location1': 'current location', 'location2': 'Amsterdam'}"
Compare weather in Mumbai and New York,weather_comparison,"{'location1': 'Mumbai', 'location2': 'New York'}"
How's the weather different in Berlin vs Seoul?,weather_comparison,"{'location1': 'Berlin', 'location2': 'Seoul'}"
How do temperatures compare in Singapore and Berlin?,weather_comparison,"{'location1': 'Singapore', 'location2': 'Berlin'}"
How do temperatures compare in London and Berlin?,weather_comparison,"{'location1': 'London', 'location2': 'Berlin'}"
Will it drizzle in Paris?,precipitation_query,{'location': 'Paris'}
How does the weather in Singapore compare to current location?,weather_comparison,"{'location1': 'Singapore', 'location2': 'current location'}"
Compare weather in here and London,weather_comparison,"{'location1': 'here', 'location2': 'London'}"
Weather difference between Mumbai and Toronto,weather_comparison,"{'location1': 'Mumbai', 'location2': 'Toronto'}"
Temperature comparison between Moscow and Toronto,weather_comparison,"{'location1': 'Moscow', 'location2': 'Toronto'}"
Compare current conditions in here and Singapore,weather_comparison,"{'location1': 'here', 'location2': 'Singapore'}"
Compare current conditions in current location and New York,weather_comparison,"{'location1': 'current location', 'location2': 'New York'}"
How does the weather in Paris compare to here?,weather_comparison,"{'location1': 'Paris', 'location2': 'here'}"
